Perioden	Regio's	Verkeer en vervoer/Motorvoertuigen/Personenauto's (aantal)	Verkeer en vervoer/Motorvoertuigen/Personenauto's. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Personenauto's particulieren (aantal)	Verkeer en vervoer/Motorvoertuigen/Personenauto's particulieren. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Bedrijfsmotorvoertuigen (aantal)	Verkeer en vervoer/Motorvoertuigen/Motorfietsen (aantal)	Verkeer en vervoer/Motorvoertuigen/Motorfietsen. relatief (per 1 000 inwoners)	Verkeer en vervoer/Motorvoertuigen/Voertuigen met bromfietskenteken (aantal)	Verkeer en vervoer/Motorvoertuigen/Voertuigen met bromfietskenteken (%) (per 1 000 inwoners)	Verkeer en vervoer/Lengte van wegen/Totale weglengte (kilometer)	Verkeer en vervoer/Lengte van wegen/Gemeentelijke en waterschapswegen (kilometer)	Verkeer en vervoer/Lengte van wegen/Provinciale wegen (kilometer)	Verkeer en vervoer/Lengte van wegen/Rijkswegen (kilometer)	Nabijheid voorzieningen/Gezondheid/Afstand tot huisartsenpraktijk (km)	Nabijheid voorzieningen/Gezondheid/Aantal huisartsenpraktijken binnen 3 km (aantal)	Nabijheid voorzieningen/Gezondheid/Afstand tot huisartsenpost (km)	Nabijheid voorzieningen/Gezondheid/Afstand tot ziekenhuis (km)	Nabijheid voorzieningen/Gezondheid/Aantal ziekenhuizen binnen 20 km (aantal)	Nabijheid voorzieningen/Kinderopvang/Afstand tot kinderdagverblijf (km)	Nabijheid voorzieningen/Kinderopvang/Aantal kinderdagverblijven binnen 3 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school basisonderwijs (km)	Nabijheid voorzieningen/Onderwijs/Aantal basisonderwijsscholen binnen 3 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school vmbo (km)	Nabijheid voorzieningen/Onderwijs/Aantal scholen vmbo binnen 5 km (aantal)	Nabijheid voorzieningen/Onderwijs/Afstand tot school havo/vwo (km)	Nabijheid voorzieningen/Onderwijs/Aantal scholen havo/vwo binnen 5 km (aantal)	Nabijheid voorzieningen/Detailhandel/Afstand tot grote supermarkt (km)	Nabijheid voorzieningen/Detailhandel/Aantal grote supermarkten binnen 3 km (aantal)	Nabijheid voorzieningen/Horeca/Afstand tot restaurant (km)	Nabijheid voorzieningen/Horeca/Aantal restaurants binnen 3 km (aantal)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot bibliotheek (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot bioscoop (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Aantal bioscopen binnen 10 km (aantal)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot zwembad (km)	Nabijheid voorzieningen/Vrije tijd en cultuur/Afstand tot sportterrein (km)	Nabijheid voorzieningen/Groenvoorzieningen/Afstand tot openbaar groen (km)	Nabijheid voorzieningen/Verkeer en vervoer/Afstand tot oprit hoofdverkeersweg (km)	Nabijheid voorzieningen/Verkeer en vervoer/Afstand tot treinstation (km)	Milieu en bodemgebruik/Afval van huishoudens/Totaal huishoudelijk afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Huishoudelijk restafval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Grof huishoudelijk restafval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Gft-afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Oud papier en karton (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Verpakkingsglas (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Textiel (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Klein chemisch afval (1 000 kg)	Milieu en bodemgebruik/Afval van huishoudens/Overig huishoudelijk afval (1 000 kg)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Totale oppervlakte (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Land (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Water totaal (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Binnenwater (km²)	Milieu en bodemgebruik/Bodemgebruik/Oppervlakte/Water/Buitenwater (km²)	Milieu en bodemgebruik/Bodemgebruik/Omgevingsadressendichtheid (per km²)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Verkeersterrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Bebouwd terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Semi-bebouwd terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Recreatieterrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Agrarisch terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Oppervlakte/Bos en open natuurlijk terrein (ha)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Verkeersterrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Bebouwd terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Semi-bebouwd terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Recreatieterrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Agrarisch terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Percentages/Bos en open natuurlijk terrein (in % oppervlakte land)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Verkeersterrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Bebouwd terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Semi-bebouwd terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Recreatieterrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Agrarisch terrein (ha / 1 000 inwoners)	Milieu en bodemgebruik/Bodemgebruik/Naar functie/Per inwoner/Bos en open natuurlijk terrein (ha / 1 000 inwoners)
2009	Lansingerland	24005	471	21963	430	4312	2142	42	3124	61	363	325	34	4	0.8	7.2		3.2	16.7	1	7.4	0.7	10.9	3.7	1.5	2	3.2	1	4.3	1	10	1.4	8.9	1.6	2.6			1.1	6.7	26476	13213	1218	4888	2438	891		53		56.39	54.27	2.12	2.12	0	990																		
2010	Lansingerland	24957	475	22847	435	4254	2268	43	3540	67	374	335	33	6	0.8	7.3		3.2	16.7	1	9.7	0.7	11.5	3.7	1.8	2.2	3.1	1	4.3	0.9	12.2		9.2	1.6	2.7	1.4	0.8	1.1	6.8		13573	1232	4805	2394	938		56		56.39	54.27	2.12	2.12	0	1049	273	925	629	359	3090	149	5	17	11.6	6.6	57	2.7	5	18	12	7	59	3
2007	Laren (NH.)	5816	530	5330	485	502	323	29	351	32	94	83	2	10	0.7	6	2.4	2.4	5.6	0.6	7.2	0.7	9.9	1.1	3.5	2	1.3					1						1.1	5.1	6552	2682	429	1108	683	312	62	18	1258	12.39	12.22	0.17	0.17	0	961																		
2008	Laren (NH.)	5937	542	5433	496	471	334	30	405	37	94	83	2	10	0.7	6	2.4	2.4	5.6			0.7	10	1.1	3.5	2	1.3	0.9	4.6	0.6	22.9	1	5	5	1.2	0.5	0.4	1.1	5.1	6404	2574	399	1089	758	307	64	18	1195	12.39	12.22	0.17	0.17	0	971	62	440	3	37	53	643	5	35.6	0.2	3	4.3	52	6	40	0	3	5	59
2009	Laren (NH.)	6062	523	5552	479	465	345	30	489	42	94	83	2	10	0.7	6		2.4	5.6	0.6	7.2	0.7	10.6	1.1	3.5	2	1.3	0.9	4.6	0.6	23	1	5	5	1.2			1.1	5.1	6543	2654	367	1134	781	322	64	18	1203	12.39	12.26	0.12	0.12	0	983																		
2010	Laren (NH.)	6140	542	5630	497	449	347	31	562	50	94	83	2	10	0.8	6.6		2.3	5.6	0.6	6.6	0.7	10.6	1.1	3.5	2	1.4	0.9	4.6	0.7	23.8		5	5	1.3	0.6	0.4	1	5.1	6134	2446	338	1047	737	323	63	18	1162	12.39	12.26	0.12	0.12	0	996	62	441	34	36	49	617	5	35.6	2.7	2.9	3.9	49.8	5	39	3	3	4	54
2007	Leek	8678	452	8275	431	1430	786	41	757	39	241	210	21	10	1.4	2.2	2.7	16.4	2.8	1.9	2.3	0.8	6.9	2.3	1	2.3	1					1.7						1.1	12.5	9798	2527	280	1373	1706	520	61	31		64.27	63.35	0.93	0.93	0	708																		
2008	Leek	8871	460	8482	440	1436	798	41	868	45	243	211	21	11	1.4	2.2	2.7	16.4	2.8			0.8	6.9	2.3	1	2.4	0.9	1.3	5.3	1.6	6	1.7	16.8	0.1	3.2	1.1	1	1.1	12.6	9932	2495	264	1420	1867	566	96	33		64.27	63.35	0.93	0.93	0	710	194	587	85	108	5205	153	3.1	9.3	1.3	1.7	82.2	2.4	10	30	4	6	270	8
2009	Leek	9103	468	8729	449	1446	833	43	984	51	246	215	21	11	1.4	2.2		16.3	2.8	1.3	3.1	0.8	6.7	2.3	1.1	2.3	0.8	1.3	5.2	1.6	5.9	1.7	16.8	0.1	3.1			1.1	12.6	9378	2504	220	1339	1779	586	81	30	2839	64.27	63.32	0.95	0.95	0	706																		
2010	Leek	9172	474	8810	455	1448	849	44	1134	59	246	215	21	11	1.4	2.2		15.8	1.9	1.3	3	0.8	6.7	2.3	1.1	2.3	0.8	1.3	5.2	1.6	5.9		16.9	0.1	3.2	1	0.8	1.1	12.7	8668	2416	227	1235	1726	612	66	36	2350	64.27	63.32	0.95	0.95	0	703	205	583	77	96	5208	153	3.2	9.2	1.2	1.5	82.4	2.4	11	30	4	5	269	8
2007	Leende																																																																							
2008	Leende																																																																							
2009	Leende																																																																							
2010	Leende																																																																							
2007	Leerdam	8010	387	7563	366	1478	659	32	924	45	127	119	7	0	0.8	5.4	13.5	13.5	1.8	1.3	2.6	0.5	9.3	1.8	1	1.8	1					1.6						1.3	1.6										34.32	33.79	0.53	0.53	0	1113																		
2008	Leerdam	8080	392	7626	370	1488	686	33	1046	51	127	119	7	0	0.8	5.4	13.5	13.5	1.8			0.5	9.3	1.8	1	1.8	1	0.9	5.5	0.9	15.7	1.6	13.7	0	1.6	1.4	0.7	1.3	1.6										34.32	33.79	0.53	0.53	0	1136	104	333	9	55	2732	144	3.1	9.9	0.3	1.6	80.9	4.3	5	16	0	3	132	7
2009	Leerdam	8266	399	7772	375	1500	718	35	1100	53	128	120	7	0	0.8	5.4		13.5	1.8	1.3	2.6	0.5	9.3	1.8	1	1.8	1	0.8	5.6	0.9	15.8	1.6	13.7	0	1.6			1.2	1.6										34.32	33.78	0.54	0.54	0	1128																		
2010	Leerdam	8418	406	7943	383	1464	752	36	1129	54	126	118	7	0	0.8	5.4		13.7	1.8	1.3	2.6	0.5	9.3	1.8	1	1.8	1	0.9	5.6	0.9	14.9		13.8	0	1.7	1.3	0.6	1.2	1.6										34.32	33.78	0.54	0.54	0	1161	103	336	10	55	2728	146	3	9.9	0.3	1.6	80.8	4.3	5	16	0	3	132	7
2007	Leersum																																																																							
2008	Leersum																																																																							
2009	Leersum																																																																							
2010	Leersum																																																																							
2007	Leeuwarden	33963	368	31661	343	4043	2350	25	3346	36	509	482	9	17	0.9	18.1	2.9	2.9	1	0.9	8.3	0.6	14	1.6	6.1	1.4	6.4					2						1.9	2.4	54478	22469	7300	6234	7059	1792	342	119		84.1	79.16	4.95	4.95	0	2191																		
2008	Leeuwarden	34884	376	32442	349	4194	2450	26	3697	40	512	484	9	18	1	18	2.9	2.9	1			0.6	13.9	1.6	6.1	1.4	5.3	0.8	13.9	0.9	71.2	2.2	2.5	3	2.5	0.9	0.6	1.9	2.4	52436	22500	4921	6500	7175	1820	383	115		84.1	79.16	4.95	4.95	0	2229	466	1910	320	535	4384	291	5.9	24.2	4	6.8	55.5	3.7	5	21	3	6	47	3
2009	Leeuwarden	35329	378	33055	354	4263	2543	27	4060	43	522	494	9	18	1	18.1		2.9	1	0.9	6.8	0.6	13.8	1.5	6.3	1.3	8.1	0.7	14.4	0.9	71	2	2.5	3	2.5			1.9	2.4	51501	22468	4502	6894	6822	1827	238	97		84.1	79.1	5.01	5.01	0	2213																		
2010	Leeuwarden	35844	381	33683	358	4247	2616	28	4442	47	523	496	9	18	1	18.1		2.9	1	0.7	11.4	0.7	13	1.5	7.2	1.3	7.2	0.7	15	0.9	72.7		2.5	3	2.5	0.9	0.6	1.9	2.4	50263	22637	4085	6599	6602	1785	246	156	8153	84.1	79.1	5.01	5.01	0	2217	490	1945	254	532	4346	319	6.2	24.7	3.2	6.7	55.1	4	5	21	3	6	46	3
2007	Leeuwarderadeel	4330	416	4247	408	568	421	40	436	42	136	115	21	0	1	4.4	9.7	9.7	1.1	1.6	1	0.7	5	6.9	0.1	6.9	0.1					1.6						0.9	8.3	5921	2130	202	1224	831	245	48	11		41.38	40.8	0.58	0.58	0	491																		
2008	Leeuwarderadeel	4460	430	4383	422	540	417	40	460	44	136	115	22	0	1	4.4	9.7	9.7	1.1			0.7	5	6.9	0.1	6.9	0.1	1.2	3.5	1	6.1	1.6	7.7	2.7	1.8	1	0.8	0.9	8.3	6053	2019	198	1387	835	248	54	12	1300	41.38	40.8	0.58	0.58	0	503	122	247	27	41	3601	41	3	6	0.7	1	88.3	1	12	24	3	4	347	4
2009	Leeuwarderadeel	4523	437	4444	429	542	423	41	500	48	136	115	22	0	1	4.4		9.7	1.1	1.5	1	0.7	5	6.9	0.1	6.9	0.2	1.2	4.4	1	6.1	1.6	7.6	2.7	1.8			0.9	8.3	5952	1885	132	1563	767	242	43	14	1306	41.38	40.79	0.59	0.59	0	505																		
2010	Leeuwarderadeel	4657	446	4582	439	555	432	41	525	50	137	115	22	0	1	4.4		9.7	1.1	1.5	1	0.7	5	6.9	0.1	7	0.1	1.2	4.4	1	6.1		7.7	2.7	1.8	0.9	0.6	0.9	8.3	5908	1966	158	1506	753	249	38	19		41.38	40.79	0.59	0.59	0	510	128	248	13	44	3601	44	3.1	6.1	0.3	1.1	88.3	1.1	12	24	1	4	345	4
2007	Leiden	43436	370	35597	303	5483	2520	21	6789	58	350	332	4	14	0.5	25.7	2.8	2.6	10.2	0.5	26	0.5	20.2	1.1	12.8	1.1	12					0.8						1.9	1.5	58026	33133	3964	3971	8479	2130		118		23.16	21.95	1.2	1.2	0	3277																		
2008	Leiden	43942	376	35542	304	5458	2577	22	7595	65	346	330	4	13	0.5	25.5	2.8	2.6	10.2			0.5	20.3	1.1	12.8	1.1	12	0.6	16.8	0.4	125.5	0.8	1.9	3	1.6	0.7	0.4	1.9	1.5	58285	33197	3006	3811	8459	2978		95	6171	23.16	21.95	1.2	1.2	0	3275	203	1319	39	339	263	20	9.3	60.4	1.8	15.5	12.1	0.9	2	11	0	3	2	0
2009	Leiden	44832	384	35720	306	5600	2653	23	8517	73	347	331	4	13	0.5	26.1		2.6	10.2	0.5	25.1	0.5	20.6	1.1	12.8	1.1	12	0.6	17.3	0.4	125.1	1.2	1.9	3	1.6			2	1.5	57662	32901	2786	3133	9308	3351		153		23.16	21.86	1.3	1.3	0	3298																		
2010	Leiden	44361	379	36160	309	5431	2730	23	9259	79	350	333	4	13	0.5	25		2.6	10.1	0.5	22.7	0.5	20.6	1.1	12.8	1.1	12	0.6	17.8	0.4	127		1.9	3	1.6	0.6	0.4	2	1.6		32575	3583	3052		3282		116		23.16	21.86	1.3	1.3	0	3349	193	1319	75	324	253	19	8.8	60.4	3.5	14.8	11.6	0.9	2	11	1	3	2	0
2007	Leiderdorp	11242	431	10370	398	976	838	32	1407	54	112	97	5	9	0.9	13.8	1.9	1.9	8	0.8	12.5	0.5	16.2	1.3	8.6	1.3	8.6					1.1						1.7	3.8	14001	6814	1317	1755	1398	713	29	62		12.29	11.72	0.58	0.58	0	2062																		
2008	Leiderdorp	11397	432	10530	399	987	847	32	1649	63	112	97	5	9	0.9	13.8	1.9	1.9	8			0.5	16.2	1.3	8.6	1.4	8.6	0.8	9.1	0.7	41.2	1.1	3.6	3	1.5	0.8	0.4	1.7	3.8	13981	6810	911	1797	1775	715	36	61		12.29	11.72	0.58	0.58	0	2066	73	385	49	101	537	12	6.3	33.3	4.2	8.7	46.4	1	3	15	2	4	20	0
2009	Leiderdorp	11508	435	10623	401	1013	903	34	1838	69	112	98	5	9	0.9	13.7		1.9	8	0.7	13.5	0.5	16.2	1.4	8.7	1.4	8.6	0.8	9.3	0.7	41.3	1.5	3.6	3	1.7			1.9	3.8	12895	6886	866	1790	1405	419	31	38	1460	12.29	11.67	0.62	0.62	0	2081																		
2010	Leiderdorp	11608	439	10747	407	997	934	35	2136	81	112	98	5	9	0.9	12.9		1.8	8	0.8	10.4	0.5	16.2	1.4	8.6	1.4	8.6	0.7	10.4	0.7	43.4		3.6	3	1.7	0.8	0.5	1.9	3.9	12754	6967	841	1747	1396	446	32	44	1280	12.29	11.67	0.62	0.62	0	2110	73	389	61	91	537	6	6.3	33.7	5.3	7.9	46.4	0.5	3	15	2	3	20	0
2007	Leidschendam																																																																							
2008	Leidschendam																																																																							
2009	Leidschendam																																																																							
2010	Leidschendam																																																																							
2007	Leidschendam-Voorburg	32022	440	29307	402	3039	2077	29	3147	43	248	232	3	13	0.7	16.2	2.5	1.9	12.5	0.7	19.3	0.6	15.9	1.1	12.9	1.2	8					1.3						1.2	2.2	39464	21340	3169	4295	4160	1287		97	4756	35.68	32.8	2.88	2.88	0	2754																		
2008	Leidschendam-Voorburg	32367	444	29536	405	3721	2085	29	3605	49	249	233	3	13	0.7	16.5	2.5	1.9	13.5			0.6	16	1.1	12.7	1.2	7.8	0.7	12.4	0.5	62.8	1.3	5.1	6.4	2.2	0.8	0.4	1.2	2.2	38407	20611	3246	4668	4196	1260		108	4030	35.68	32.8	2.88	2.88	0	2754	155	957	28	253	1738	145	4.7	29.2	0.8	7.7	53	4.4	2	13	0	3	24	2
2009	Leidschendam-Voorburg	32899	453	29771	410	3916	2120	29	4012	55	252	236	3	13	0.7	17.2		1.9	13.9	0.7	17.4	0.6	16.1	1.1	13.2	1.2	7.8	0.7	12.6	0.5	64.6	1.3	5.1	6.3	2.2			1.2	2.2	37954	20310	2989	4791	3995	1542		94		35.68	32.76	2.92	2.92	0	2751																		
2010	Leidschendam-Voorburg	32705	453	29888	414	3887	2146	30	4313	60	252	236	3	13	0.7	17.1		1.9	13.9	0.7	19.2	0.6	16.2	1.1	13.3	1.2	7.9	0.7	12.4	0.5	70.4		5.1	6.3	2.2	0.8	0.4	1.2	2.2	36222	19087	2415	4832	3819	1625		83		35.68	32.76	2.92	2.92	0	2768	150	962	14	262	1740	145	4.6	29.4	0.4	8	53.2	4.4	2	13	0	4	24	2
2007	Lelystad	28343	392	26783	371	3374	2307	32	2423	34	689	565	86	39	1.2	4.7	2.6	2.6	1	1.2	4.9	0.7	15.1	2.1	3.6	2.3	2.7					2.6						2.4	2.6	43624	17520	3409	6570	4132	1025	453	98	10417	765.39	232.74	532.65	532.65	0	1309																		
2008	Lelystad	29438	403	27768	380	3282	2402	33	2731	37	698	575	85	39	1.1	5.1	2.6	2.6	1			0.7	14.5	2.1	3.6	2.2	2.7	1	9.5	1.2	19.2	2.6	2.6	1	3.6	1	0.3	2.6	2.6	45234	17187	4574	6242	4592	1299	332	97	10911	765.39	232.74	532.65	532.65	0	1335	827	1998	825	832	11402	7265	3.6	8.6	3.6	3.6	49.3	31.4	11	27	11	11	156	99
2009	Lelystad	30304	410	28627	388	3286	2606	35	3109	42	694	572	84	39	1.1	4.1		2.6	1	1.1	6.1	0.7	14.6	2.1	3.6	2.2	2.7	1	9.5	1.1	19.8	2.6	2.6	1	3.7			2.6	2.6	44379	16844	3417	6541	5167	1443	404	106	10457	765.39	231.72	533.67	533.67	0	1326																		
2010	Lelystad	30950	415	29320	393	3346	2652	36	3502	47	702	579	84	39	1.1	4.2		2.6	1	1	7.3	0.7	14.7	2.1	3.6	2.2	2.7	1	9.5	1.1	21		2.6	1	3.6	1	0.3	2.6	2.6	43556	17247	2877	6375	4875	1511	250	94	10327	765.39	231.72	533.67	533.67	0	1344	825	2060	659	899	10971	7702	3.6	8.9	2.9	3.9	47.5	33.3	11	28	9	12	147	103
2007	Lemsterland	6026	449	5651	421	1058	556	41	546	41	186	150	25	11	1.5	2.9	17.5	17.6	1	2.9	1.5	0.8	4	3	0.8	3	0.8					2.9						0.8	21.9	9455	3541	162	983	1048	335	61	13	3312	124.38	76.24	48.14	48.14	0	572																		
2008	Lemsterland	6209	462	5793	431	1094	559	42	628	47	186	150	25	11	1.5	2.9	17.5	17.6	1			0.8	4	3	0.8	3	0.8	1.1	5.2	1	14	3	21.8	0	3	1.1	0.7	0.8	21.9	9730	3958	368	904	1014	333	57	18	3078	124.38	76.24	48.14	48.14	0	578	210	345	41	129	6637	228	2.8	4.5	0.5	1.7	87.4	3	16	26	3	10	494	17
2009	Lemsterland	6502	479	6006	442	1063	584	43	654	48	186	150	25	11	1.5	2.9		17.6	1	2	1.5	0.8	4	3	0.8	3	0.8	1.1	5.2	1	13.7	3	21.8	0	3			0.8	21.9	9124	3222	532	1096	995	335	55	21	2869	124.38	76.14	48.23	48.23	0	580																		
2010	Lemsterland	6634	487	6095	447	1091	607	45	655	48	186	150	25	11	1.5	2.8		17.6	1	2	1.5	0.8	4	3	0.8	3	0.8	1.1	5.2	1	14.4		21.8	0	3	1.1	0.7	0.8	21.9	9253	2722	952	1262	953	352	56	25	2931	124.38	76.14	48.23	48.23	0	581	213	345	30	133	6600	255	2.8	4.6	0.4	1.8	87.1	3.4	16	25	2	10	484	19
2007	Leudal	18019	489	17388	472	3048	1674	45	1526	41	681	618	34	29	1	1.8	10.6	10.6	2	2.5	0.8	0.8	2.2	4.7	0.7	6.4	0.3					1.2						1	9.9	20466	6208	1227	3556	3088	839	182	62	5304	164.86	162.88	1.98	1.98	0	347																		
2008	Leudal	18427	501	17772	484	3111	1712	47	1692	46	681	619	34	29	1	1.9	10.7	10.6	2			0.8	2	4.7	0.6	6.4	0.3	1.3	2.1	1	3.4	1.2	9.4	0.7	4.7	1	0.8	1	10	19082	5602	777	3642	3057	896	194	53		164.86	162.88	1.98	1.98	0	352	520	1151	46	233	11569	2759	3.2	7.1	0.3	1.4	71.1	16.9	14	31	1	6	315	75
2009	Leudal	18742	510	18098	492	3146	1738	47	1784	49	682	619	34	29	1	1.9		10.6	2	2.5	0.8	0.8	2	4.7	0.6	6.4	0.3	1.3	2.1	1	3.3	1.8	9.4	0.7	4.7			1	9.9	20974	5560	1047	3472	3073	897	213	47		164.86	162.77	2.08	2.08	0	356																		
2010	Leudal	18926	515	18306	498	3144	1790	49	1997	54	684	620	49	14	1	1.9		10.6	2	1.8	1.4	0.8	2	4.7	0.6	6.4	0.3	1.3	2.1	1	3.4		9.2	1.1	4.7	0.9	0.6	1	10	19991	5811	820	3435	3191	901	228	41		164.86	162.77	2.08	2.08	0	362	528	1162	77	238	11486	2787	3.2	7.1	0.5	1.5	70.6	17.1	14	32	2	6	313	76
2007	Leusden	12989	454	12165	425	1265	1233	43	911	32	194	178	10	6	0.8	4.6	6.2	4.6	5.5	1.7	2.8	0.8	10.8	4.4	1.9	4.4	1.1					1.2						2.4	6.1	19379	4389	1189	2373	2072	917	120	37	8282	58.94	58.68	0.26	0.26	0	1153																		
2008	Leusden	13114	459	12350	433	1238	1261	44	982	34	193	176	10	6	0.8	4.6	6.2	4.6	5.5			0.8	10.8	4.4	1.9	4.3	1.1	1	4.7	0.8	14.1	1.2	5.7	1	2.6	1.2	0.8	2.3	6.1	18101	4376	1010	2256	2727	932	124	38	6638	58.94	58.68	0.26	0.26	0	1155	137	611	71	127	2915	2005	2.3	10.4	1.2	2.2	49.7	34.2	5	21	3	4	102	70
2009	Leusden	13318	466	12556	439	1216	1306	46	1134	40	193	176	10	6	0.8	4.6		4.6	5.5	1.7	2.8	0.8	10.7	4.4	1.9	4.3	1.1	1	4.7	0.9	14.1	1.2	5.7	1	2.6			2.3	6.1	18362	4604	1007	2350	2381	794	156	41	7029	58.94	58.67	0.27	0.27	0	1158																		
2010	Leusden	13606	472	12863	446	1148	1359	47	1276	44	201	184	10	6	0.8	4.3		4.6	5.5	1.8	2.7	0.8	10.4	4.4	1.8	4.4	1.1	1	4.5	0.9	13.5		5.7	1	2.7	1.3	0.7	2.3	6.1	18090	4447	1038	2183	2342	1004	128	37		58.94	58.67	0.27	0.27	0	1159	135	624	100	129	2865	2015	2.3	10.6	1.7	2.2	48.8	34.3	5	22	3	4	99	70
2007	Lichtenvoorde																																																																							
2008	Lichtenvoorde																																																																							
2009	Lichtenvoorde																																																																							
2010	Lichtenvoorde																																																																							
2007	Liemeer																																																																							
2008	Liemeer																																																																							
2009	Liemeer																																																																							
2010	Liemeer																																																																							
2007	Liempde																																																																							
2008	Liempde																																																																							
2009	Liempde																																																																							
2010	Liempde																																																																							
2007	Lienden																																																																							
2008	Lienden																																																																							
2009	Lienden																																																																							
2010	Lienden																																																																							
2007	De Lier																																																																							
2008	De Lier																																																																							
2009	De Lier																																																																							
2010	De Lier																																																																							
2007	Lieshout																																																																							
2008	Lieshout																																																																							
2009	Lieshout																																																																							
2010	Lieshout																																																																							
2007	Liesveld	4873	497	4034	412	1586	429	44	649	66	119	108	11	0	1	1.1	15.3	14.6	4.6	3.3	0.4	0.8	2.6	6.1	1	6.3	0.7					2.8						1.7	13.4	5103	2317	455	1030	729	185	36	12	339	44.44	41.05	3.39	3.39	0	334																		
2008	Liesveld	4974	509	4052	415	1646	444	45	678	69	119	108	11	0	1	1.1	15.3	14.6	4.6			0.8	2.6	6.1	1	6.3	0.7	1.6	1	0.9	4	2.8	14.3	0.2	6	0.9	0.8	1.7	13.4	4818	1919	441	1048	739	171	38	10	452	44.44	41.05	3.39	3.39	0	340	106	219	34	51	3612	77	2.6	5.3	0.8	1.2	88.1	1.9	11	22	3	5	370	8
2009	Liesveld	5022	516	4064	418	1641	462	47	717	74	119	108	11	0	1	1.1		14.6	4.6	3.1	0.3	0.8	2.6	6.1	1	6.3	0.7	1.6	1	0.9	4	2.8	14.4	0.2	6			1.7	13.4	4798	1863	586	1091	674	169	36	9	369	44.44	40.98	3.46	3.46	0	342																		
2010	Liesveld	5170	531	4159	427	1647	482	49	750	77	119	108	11	0	1	1.1		14.6	4.6	0.9	1.1	0.8	2.6	6.1	1	6.3	0.7	0.9	1.3	0.9	3.9		14.4	0.2	6	0.9	0.8	1.7	13.4	5109	1999	519	1022	684	180	34	9		44.44	40.98	3.46	3.46	0	345	99	224	41	49	3605	81	2.4	5.5	1	1.2	88	2	10	23	4	5	370	8
2007	Limmen																																																																							
2008	Limmen																																																																							
2009	Limmen																																																																							
2010	Limmen																																																																							
2007	Lingewaal	4976	458	4717	434	1013	466	43	698	64	180	148	21	11	1.1	1.7	11.3	11.5	1.1	3.4	0.6	0.6	3.2	5.6	0.9	5.7	0.7					4.7						1.2	5.6	5880	2604	214	1182	817	203	50	15	796	54.59	50.57	4.01	4.01	0	274																		
2008	Lingewaal	5094	467	4834	443	1000	480	44	754	69	180	148	21	11	1.1	1.7	11.3	11.5	1.1			0.6	3.2	5.6	0.9	5.7	0.7	0.9	2.3	1.9	6.3	4.6	10.3	0.3	5.8	1	0.9	1.2	5.5	5790	2582	198	1086	814	207	49	15	839	54.59	50.57	4.01	4.01	0	279	247	293	23	84	3964	434	4.9	5.8	0.5	1.7	78.6	8.6	23	27	2	8	363	40
